Run,Execution Time
1,0.007642699987627566
2,0.0025345999747514725
3,0.0027453999500721693
4,0.003496000077575445
5,0.003118499997071922
6,0.0028326999163255095
7,0.0028464000206440687
8,0.002850600052624941
9,0.002626199973747134
10,0.002469399943947792
11,0.0024682999355718493
12,0.002633000025525689
13,0.0024765999987721443
14,0.0025830999948084354
15,0.003396500018425286
16,0.0025999998906627297
17,0.002465600031428039
18,0.0025819001020863652
19,0.002624700078740716
20,0.002555099898017943
21,0.003052400075830519
22,0.002584100002422929
23,0.002809799974784255
24,0.002926000044681132
25,0.0027750000590458512
26,0.0032499999506399035
27,0.003344300086610019
28,0.0032627000473439693
29,0.00314689998049289
30,0.0025807999772951007
31,0.0024716000771149993
Media,0.0028036066719020407
