Run,Execution Time
1,0.08364950004033744
2,0.03428320004604757
3,0.03308040008414537
4,0.034980099997483194
5,0.03610859997570515
6,0.03726400004234165
7,0.034363699960522354
8,0.034213899984024465
9,0.03819079999811947
10,0.04041190003044903
11,0.03503999998793006
12,0.03867999999783933
13,0.03850730007980019
14,0.03503219992853701
15,0.03531700000166893
16,0.03709500003606081
17,0.03770709992386401
18,0.036852599936537445
19,0.033046400058083236
20,0.03563519997987896
21,0.035036300076171756
22,0.03427979990374297
23,0.03343409998342395
24,0.03569300007075071
25,0.03932019998319447
26,0.04296519991476089
27,0.038406700012274086
28,0.033899699919857085
29,0.03540630009956658
30,0.03498090000357479
31,0.03396480006631464
Media,0.03610654666942234
