Run,Execution Time
1,2.4512323000235483
2,0.017362099955789745
3,0.01862830005120486
4,0.017221199930645525
5,0.018892499967478216
6,0.01757950009778142
7,0.016689699958078563
8,0.019051300012506545
9,0.016321900067850947
10,0.01913049991708249
11,0.017138700000941753
12,0.01957650005351752
13,0.01763130002655089
14,0.016507299966178834
15,0.016973899910226464
16,0.016824300051666796
17,0.021302200038917363
18,0.016750600072555244
19,0.017391800065524876
20,0.016901300055906177
21,0.017050100024789572
22,0.017449200036935508
23,0.01666260010097176
24,0.018857300048694015
25,0.017597600002773106
26,0.01665490004234016
27,0.01908750005532056
28,0.0168548000510782
29,0.017036500037647784
30,0.017082300037145615
31,0.018055699998512864
Media,0.017675446687887113
