person_id,company_id,join_date
eee527d8-8492-4431-9f9b-7c6d5b735ba2,8601d571-223e-493d-b45a-555f4e28ae69,2021-11-18
e9f143bd-30c6-4bfe-9926-a755cb1c90cb,4ab5b5ea-c86b-4779-a741-05e1ae6bc03b,2020-01-23
791a6892-e2b6-4ac6-b1f8-0b83d5bd4fa7,3e17725a-e132-408b-80ed-0ec20b403c82,2020-12-31
5a9ee5c2-8e48-4bc9-8af7-23d13779eb58,5c828cb6-f432-429d-ae6a-a50bdaf92818,2020-10-02
88a1e059-8249-4895-9adb-074f824d01e3,a8711d43-018a-40e2-ba65-e7d0d1831f87,2024-06-21
830b09c7-777f-4afe-81cf-f09110eba0ca,beaabec3-50f5-4936-931a-76ab818d7454,2023-05-15
a2be6f55-bfa0-4e8a-9b0e-25c5b2711ad6,97fc4b46-c895-46d6-8f6a-87446935b1ff,2022-11-02
70bc55c4-6cca-4811-aad2-3590c83e403e,9914151e-8ebe-468c-ba6b-2d91d311ce56,2023-02-26
a838ac3a-3ce7-443c-9ef8-d863c49e50a9,9af32ee5-63c0-42ed-97cf-0a6c6848b347,2020-12-20
ab22a632-3d4b-4978-bd15-be5e6a55b642,5bb3200c-ac6a-4765-b96e-7b562bf8bad3,2023-10-05
451889e9-5e45-45c8-bafb-5ad40e3a054d,e65a354d-1245-4f7d-87f6-5601584d90f2,2024-05-30
603c6568-38d8-4068-b753-b6127d288245,392d29b4-3bc0-458d-bf09-98a7bb42aa58,2022-06-05
7c339263-facd-47ca-b606-de22571a7ab7,abf85940-163a-4da5-8927-9e5c56481276,2021-02-27
192efb67-2f59-4ed2-845f-a2dbaa0c8116,4470889a-712b-4afd-92e2-dd4162fd21f6,2023-11-06
22a130f2-6477-4293-83e2-22f1350050d8,e203a3ca-5ede-41b5-b9e2-c1823934c8b6,2020-04-15
0d71bb60-51c8-4841-a1f0-aa009700ff0b,8aba69a6-1bc8-419b-9388-da9e5606dcbf,2024-03-23
6ea53256-2d60-4ee6-9bc4-ddb97120ed54,814a6847-842f-4595-a707-5c4094542744,2023-05-20
4c47acd0-9478-4c92-b56f-cc3ed3db67db,6c7eaf62-0e89-4130-9b80-c9701c90dcd0,2021-05-26
1ce6cc0a-dcc6-4849-94ba-ece353d4477d,328480e6-f0e3-4aa3-8376-64a9d7248370,2020-09-11
0986f534-46ef-4e41-9bff-a0c3c83331b0,b0ed23be-b52c-4075-9a4a-4c3558ae6368,2021-04-14
6c516e18-5447-4e0d-b3a2-d3f00515fae4,fd3b776f-4f2f-4f14-ab87-fa3ad0448e3f,2022-01-22
f1552e5a-43ce-4bb9-8f66-ecf4ad372e26,32abdc5d-0c47-487e-978b-a799659b4bad,2021-03-13
11012530-9300-43c3-8091-56143ef80d6e,e716df12-863f-4eae-8048-efd52414b7b5,2021-02-02
20106004-c509-4041-8bbe-7e313d382d97,761804b8-a802-4c5b-8e06-66359f0d1289,2024-04-30
52767d3b-a001-4724-9e35-6c42d5153c96,cba209d9-d281-429b-90fe-42545c7c3ada,2021-01-07
d0932da8-c446-4497-978a-5aab8ed06eed,5f420d3b-b095-4ec3-a89f-06a8fd01dc11,2021-04-09
9b519a5b-a576-4706-8522-5e2691796bdf,e1d241e8-7b83-4ebf-b291-dac6fb024706,2022-09-19
297fa5bc-4548-4210-8d4b-16df55164d99,24ad173e-a7ab-4ed5-bd9b-564df9fbd6b9,2023-04-03
799923fd-90a0-4dae-b98f-a3e08912aa9a,5d91da74-44e1-4c89-b730-6eb9550d0e48,2024-01-05
b29e6f81-ce75-4aa8-8b76-93317963a928,ad62590a-c2e9-43fa-9ab8-280c2a021d96,2020-03-08
2bef414a-2f07-4a22-a63d-3fb1dd9f6534,9f55df79-1c40-46b7-ad8f-676d2dcb204e,2023-03-03
215eeda5-e03d-4134-861e-d7912a68a4ea,b55c6318-8f72-4496-ba0f-ad6c8398cb20,2021-08-01
b071e50c-5e0d-4243-a949-66b126a058cc,a9aaff5a-8ce5-4ad5-b636-e6edff6f2177,2023-07-10
6300377f-f608-4066-af2e-23ae5176537e,316e0659-e69f-4224-8f08-a83348923823,2021-04-29
3fc9e7fa-f7b8-47bd-8cc1-1e235729129a,350fa801-4877-4a73-842e-551f90203257,2024-05-17
8c0c423f-aabb-4805-a988-a0179e193a82,37c04e46-66df-430d-9d9f-7a1293a7e965,2021-03-18
8ad0ca8a-ca8f-436c-a43e-4fbecb99e95d,ff4d07c7-e168-4c05-b85e-64f35386fd59,2023-09-09
bba297dd-e328-48e0-a47d-b6e5b96de1e0,4a11bbbc-20d3-4e4d-93f0-c3b018c24ee7,2023-12-08
b11ee3b8-dc2a-44ef-b997-776264ff0443,ef60bc40-614b-4516-9c45-fbd08fa0b422,2023-11-19
9d05a401-c2c6-493e-b106-9296fd1c10a0,e6cc9214-c302-4782-af14-8bd85f45f9fc,2021-07-22
6e8fc2f0-c2ff-4cc8-be36-40e39e10d509,2813a84a-fa9f-4929-b30a-be6cbd79bd3a,2020-06-04
1f31fa24-8f51-46b1-8284-83458daf400d,ed644a74-4d46-4d5c-bff7-f4c867a11663,2022-05-30
dcce57df-a280-4cf8-85a0-fa614c0f422c,8acb583a-437c-4e2f-bee4-2345a71ed20d,2023-05-06
dbdfc1e4-3e39-486d-a58c-c5357c463208,5291a37f-f33c-4242-998c-95db5591022d,2022-04-05
51c4c5d8-ba55-4087-bb4e-d82511f99ceb,2ef7baf5-d35d-49a9-af2c-8f8ac37de8af,2022-05-22
b10db9f3-f56f-48a9-9e8c-c663919b6f44,7770e424-3abf-424e-b923-8e2b98861c71,2022-06-05
ebb85cb1-62f0-4cc9-8b67-d3bafa434b3c,e9e7e1b6-9ea5-4e50-8796-e1dcdf1d1ec2,2020-01-04
21688c72-c6d1-4d2b-8782-bec5f33d8361,12227e82-2a05-4e97-a42a-8addbb6e671f,2021-12-16
