id,sender_id,receiver_id,amount,transaction_date
261d2017-336a-48a6-bf4d-bfb747fff603,cd4e2c57-8d98-4e7b-b877-0cb96e0e123a,8b1122a6-4fcf-43ca-b2e0-ef579402280a,304518.53,2024-02-25
3578c963-6b15-4b22-961b-1e7859a7a308,a16f425f-2a60-4dfb-a51d-a0050280a1e6,c9548727-6d00-4b00-b55a-ee3ada913060,447838.5,2024-03-27
a274ce99-9673-41ba-a31d-4fc631b3a898,5e6f021c-c26d-425c-9159-8a365fcfe5ef,0f309859-e0b5-4643-9dfe-1bb69948166b,361913.69,2024-05-21
703d8697-270f-4fb3-8dde-9006bf074907,cc8d4d11-c33c-4634-8465-c3eb1ab3f2f2,d1a85814-9b5c-4fdf-8f8a-bcb832e97b35,657654.39,2024-02-21
f11e32cc-864a-4ab3-a2f2-f441b9f33c9f,6d7aa1b1-2d1a-4b98-a50d-25381d267d56,2282f0da-4bb7-45cc-af10-7bf15959c256,93794.44,2024-03-12
59d4f4ab-b197-4d59-b7a6-fc09a9908dde,6fddb98f-5da5-4b94-81e8-736e09be87c8,1cdd04e5-40fe-4692-9ea7-2a6dee299397,853150.58,2024-05-24
528bf227-c183-46dc-b2b9-612694530d54,59dc5c05-1251-4889-be6e-7da436bcae9d,b55d32fe-0e71-4cf1-9c5a-c947031c499d,322368.78,2024-02-12
15a572e1-4d07-42f3-be42-1cbefa2c7745,87d3b7fe-59ad-44b4-8554-26476d7d3b9c,c8d1b68b-50cf-472d-8321-366508774cd9,492350.18,2024-02-28
cda36c41-27bb-4ede-b9e0-6c4f88a25080,5166d004-24da-41c0-b80d-463753c5f940,db445db7-771e-42c5-bfab-395fb0c4016b,627937.52,2024-05-03
fd458f44-b166-4fda-9721-a6b2164c6080,2d906735-cb0c-4464-9f15-e64dfc9e7392,c2eb2ba5-c0b8-4bb0-9311-d83b7c65307d,465335.26,2024-02-12
656d0ae4-f096-4917-b890-8dd07f368fc6,566c53b5-63b6-42fc-b9d1-224d7094b030,9473d9f2-58a6-4670-9254-67f5f320209e,432694.31,2024-03-25
6817d73b-f020-48e1-8d43-a9e665ec37be,0825fef3-7477-4046-a15d-fa400cff6b4d,b629adb7-cd6f-42c0-b2c0-da47a35497d4,411960.16,2024-01-08
88dd9f1d-b035-4276-895d-66522746fe46,b3b2e153-23d1-47f4-917e-38b74ce92bce,ca64e6d5-5b03-41f4-b90c-046044d226fc,364292.78,2024-01-27
aa6cccb8-0305-40be-812b-192f3bb8f6e5,bbae348c-2d9a-4a62-b0b1-1d8fa781eeed,8d41b471-7b0b-4bac-a922-4d6052b76d72,55357.16,2024-04-16
a2a56b91-38c7-4de3-8363-fca6be6b699b,ebd5c086-3189-407a-abd9-2bd1caa39337,f3dee443-0dee-49a3-9838-b973d0386c30,213181.16,2024-04-30
9e3b6ec3-fc90-4eb8-8aab-d4cff2c09249,710676c6-b399-4848-8f3c-90bb5c3ff01c,9e115cbd-c3cf-4192-a862-b42915929887,728263.97,2024-05-09
6789dec6-7bc8-4e6a-9667-3b16ed330433,05973fa4-5576-4ea9-b7c0-bf8a1d40df8b,932a189e-47f8-4d49-a1c3-5a20128ab171,109263.23,2024-03-08
e0f64439-645d-48d9-a04f-a4027acab694,9cf36111-4dc9-4f49-8d7f-f547cea543d5,d3a03f7d-8645-4386-a3a5-05a469576f5c,492932.71,2024-04-12
74d21350-c0ec-438f-963b-ee6fb53b2961,ef87b6ba-b632-46bb-b612-8bfe66e236b8,a3ea253c-ef85-420c-9201-14a884009fb4,338132.1,2024-04-14
020a0633-075f-4481-a5a0-18f4b13f450d,1144f44a-cade-4021-8db2-a57a3e17fe2e,942b3787-6402-4ad2-b822-a180301b3446,631917.77,2024-01-31
c9bd3e2f-38f8-4ff7-a875-66a2548c6e25,59fcc374-3123-49f8-aacc-725079c12504,9e0682a7-7041-4eca-8d46-8ad3cb824ffa,181217.33,2024-02-17
5e873223-6b7e-4c0f-bc55-c277faaeeea9,355dc2ff-1d41-414d-a6fd-cfececa4fac6,082dadc5-f983-4ba8-b30f-d09001734383,482328.54,2024-01-29
eceb7938-5b9e-46e6-97f2-ff1d99507b22,56fa9cd1-d41b-474c-8b5b-8c72641b7695,9d07a0eb-bb6c-4370-aae3-aebae11cbabe,605537.99,2024-06-27
a580ef40-cc8a-49a7-88d5-2a6fdfe24122,fc0f3916-5cd7-4245-b89b-700aa032c52a,35982395-431e-489f-8bb5-27ade30f01d9,464617.59,2024-05-23
07deae96-f40d-4ed4-95e4-4145a4542d2c,bc9fc767-d1e6-4131-b7f6-61148b9ddcc1,9f424a38-0030-4414-bbc9-40717b13b733,559061.42,2024-04-20
f4412cad-ba51-4730-8d44-8f440c855076,0ee298cc-d959-426a-8dca-f4d1701d1103,864b6a6a-e8bc-4473-b924-0dde20307733,198516.38,2024-01-04
16eefb2d-d735-43cd-bfba-71bc3db990e0,2fe0e7f0-cf72-4b48-9088-2b07cd97101f,3f4da120-9743-4f80-a194-963e5a48c776,180928.0,2024-03-23
1fc40d3a-c894-4489-8b32-981a9c949d49,0bdd999e-a18a-4a9e-8675-28f1142d1d01,6b122365-09fa-4467-9584-e5e4ca65ae1c,544431.98,2024-02-19
ccf1daca-218b-4fbd-a277-9966b452b43c,b1e63e75-6565-4160-a45c-4e5effe9b9e3,a465c6e2-bed1-4c9a-8a19-b997282816d6,120718.78,2024-04-21
7f15de6d-3804-4702-a02f-1b8d9c7d6116,3b944eab-430d-41ea-ac13-dd81bd81ff96,30d4c738-1c23-4032-8fb7-039cb35be54f,851542.6,2024-04-26
a7cbeace-17b1-4e3d-844d-9c0058761dee,4682acd1-113a-4885-a07f-f2067c019127,fa79734d-c989-465d-beab-46896ae9f9eb,899070.47,2024-02-17
b0c405e4-6871-43cf-933d-34a0f0d3756d,4b0c6cb0-ce54-4d0c-8045-e6781dccba33,cdf2e63d-5856-4222-a672-bb56d49c4ecb,188232.12,2024-03-26
ab997f42-94d1-49e8-905d-1efca0848e8f,2594b1c1-6d9c-41df-8810-bc9b69eaef9e,0521dc49-f3f2-4fb5-9e1b-bef68835cddc,877739.67,2024-01-13
b1844279-84fc-4c01-95c5-846f4ccb444c,f2919cae-0837-4560-9c16-52c6a296d9f2,1efdb778-ce5f-411a-9887-6e489e1c3ce2,475493.82,2024-03-18
a4796e58-a42f-4eae-aea6-077217f32fbb,9423488e-1502-41b0-a897-7b2b06841548,d3842e85-f6f6-4585-827d-883545377296,422219.81,2024-02-16
d8bfb0e4-7914-49da-8fd5-33f3fa35e5b5,5d10a29b-6ff6-434f-8c9e-a4c747a40969,97f2b1d5-8eb7-4622-8940-c1d44edd16d0,61009.26,2024-05-16
2a42158e-ce9a-4314-b968-9838bfe95a25,04bde035-79a0-4ee7-86b8-c7c05460d85a,0e98971c-8266-463a-813a-dc24fd4bc00a,647736.15,2024-04-29
f0404a3e-ebf4-47c4-9eff-b5523c5a4560,4f260c56-ffa9-4c39-b07f-bcb6611b6f5a,2a08e3b9-8bf1-40f3-863c-3d6f938e7e54,278020.66,2024-03-08
3a847b93-47c5-411e-a36e-cb96bf52bec2,2fdc3981-a2ea-42cf-b010-a36a78f12a67,ed35a2dd-8cdd-4b7d-9b35-72630189b72a,735140.45,2024-06-15
6d7fe7df-318d-4677-9e63-1bfd491511a3,0ae71db4-5d93-454c-aee7-6f2c88fae1eb,2e62c242-77ab-4b38-a681-357fcd54450d,805031.1,2024-05-13
23c1489c-6798-47e0-9978-b22cf78f395d,a72befe2-e4f3-4a3f-9ff2-ad2bbaeb4a6a,cc3d6786-6e5a-482d-b63e-82e086d4b115,558871.67,2024-04-24
df041790-fa9b-467d-9d08-35f03c101b04,1f025b5d-b618-48e0-a30a-97c1eedb41ea,8ab84769-40d0-48ec-91d3-aebc9d295386,682590.0,2024-02-22
08abd97e-f699-469a-b3fd-264092629214,c9804c09-a97e-40f0-aaf5-4432ca5440d1,a7d2f303-6747-44d5-802e-ff3bb34ad6cd,403760.73,2024-06-05
434d1f37-b234-455c-b9ad-f49c9a191e93,67968a7a-876e-4bb7-8d52-f60fc462262b,9fee1f84-f50d-471c-9197-8dd95093d0ed,204721.06,2024-05-23
8e18a9c5-6bc0-426b-b44f-3639b77a3cf6,645d0b7c-d36a-44cf-a2a8-4d95029015d4,515896e5-55f5-4ad2-b91a-6df1aeb9717f,258172.25,2024-04-09
c5472700-575d-4871-8174-b82c7687e959,7ac3ac67-f93e-4c7d-bc03-615ed5db977e,fdea2bf8-9891-4005-b51f-a430bdc547e8,110106.77,2024-04-02
0c18476d-cde0-4891-8161-c74f796f2adc,64f62e04-7186-4e4a-9998-66f5b52741ce,68e2fb73-9203-4979-8ef3-ff65d0b6d4f1,581073.91,2024-01-27
50a27a41-8776-4d10-a084-4dc7baca820a,9ced78af-af50-48f6-909d-609df903a741,fc139825-a6f1-4bd4-94a3-b89a0bbf4593,548336.09,2024-06-28
27689eca-d684-4cc7-a9b9-ce2b744d722b,a6381b0f-efe5-4e7a-aeeb-6307ba8b323f,384a31ee-0c84-4ae4-aa44-653ef4e851fe,190186.38,2024-04-03
1ed0b811-754d-4678-ac32-811a360626e8,9f4cd33d-79e6-446e-895e-4e98313dd782,626382f9-33fc-41ce-baed-32a6ad3d939c,313471.76,2024-06-24
22989e3b-696f-4798-961a-474c0e2cf304,c52d57f9-9f2b-4bb4-bcee-24fe0238cde3,10a1ea4e-0cfe-4fca-acba-648740bc1c70,336694.97,2024-03-29
ce61a355-cf2c-493b-ad48-2c83f729b9a9,4fdba0f6-2263-42ce-89ad-9d7bebc61cfe,6c095f90-889d-4e69-a6b5-f27828cfafce,698508.31,2024-06-28
7e97a7e6-6436-4b10-b2b4-e2f2e9a3749d,5aef4aa0-4db0-48ee-be8b-59f9b51e1d9d,961a9c58-d52e-44e0-bb41-34aea46f3dc2,729514.34,2024-06-23
2f0b5f33-9aa3-4f40-ab9f-6153ccb94c6e,39111fd3-8fd4-4a57-801c-c993c7fb6753,45e06df4-9871-47a9-92e4-1a8267948338,134780.82,2024-04-08
eb777239-e246-4bc9-9d56-5c0509d68e01,4b27fddd-b029-4f4e-a12c-c8171aa32651,e52bb301-0a9d-4f01-8808-a606565d657d,751072.66,2024-02-22
723f4bca-6d4a-4693-9fa0-6b7ede79fd3d,e2e8c2c1-93b3-4a90-ac6a-fc3bcbe8db1a,6ddcf993-aad0-41a7-9795-c6a7e25a0419,583980.44,2024-03-13
b17ca9d4-99be-483f-afc6-b2bcdf1d6913,a5536f95-5f96-4b91-a3ff-c7954e64bdf7,8972492b-4660-4072-8b24-401a05010901,321634.67,2024-01-17
83c2affa-baff-4e70-81a0-526b0173c673,e3bbc6b5-a9bb-4cd7-a6c9-b5447a8bb5b5,b8c2ace5-ff32-4958-883b-c65781e832d5,140126.98,2024-02-23
81da70a3-d448-48b4-9654-80bf4aaf4afc,6068c77f-a4a0-40dd-88c4-cd0485e2f542,ff7844a0-fcab-4661-a215-e63edc1c8531,744973.03,2024-04-17
16c5cc1e-30a7-407f-adae-1a34a54e1297,ed75e20f-2a4e-48d1-ace4-c5f07edf1e56,4e64e68b-d55c-4f90-b1c0-68af5e6ba794,110963.38,2024-02-11
3ebc0ddc-6389-4784-b359-69cf452a55bb,5afd9785-7dac-4abd-ac31-fc731b105686,36b11e47-88bc-452f-b691-60150aae99f9,13951.25,2024-06-20
7ae4e4db-473e-4b94-96bb-a0ca1e5906d0,a505baca-2c83-4453-b824-1c8d29444584,22e4e948-d08c-48ac-b9ed-b5cfe3d715e7,362971.61,2024-03-14
26a74697-8dd7-4037-b995-892816de146c,b0552359-aa88-4116-a4f1-bcc7fc054042,7849b463-1dbf-4615-b555-327df7fa8a6c,527164.35,2024-03-04
557e8a98-8835-456b-a98a-bef50fbddf07,0a419074-1dc8-4e84-83bb-495654373c2b,41e93b2f-c46c-411c-8f05-b4a82f978b6c,712467.49,2024-03-30
6688d870-06fc-4c81-b156-201c7bf85804,d9d88264-0cf4-44ba-b26b-2bed59def761,2214d056-9b98-4728-8907-00d785bc25d9,122428.17,2024-02-05
b2c0dc85-16d4-4c6a-94a8-37aec291d36e,1ff922dc-a3ee-47f8-bb0f-f0110c04105e,a0c97a41-6055-47b1-9afb-9faf6c48d6ef,779767.9,2024-01-18
2e771e25-0c06-4561-872a-45cc95bfbefa,f109165a-101f-43e8-8bbe-250a56b7570c,ba7a39c5-1707-4d2a-b2ee-7e7c764ab3f6,478031.97,2024-04-15
1990afe0-b690-416c-8ae5-22897c51d287,57685132-8666-4eb7-a7a9-2a38c45e4842,d30c0b7f-1584-4bc3-bfbd-81b4f0d71ea2,295937.08,2024-04-28
23cd19d5-5fca-4d45-8831-b2413f103f17,2abd3b6c-dd9d-4ded-9e8f-243690fe2994,927b993f-3b15-4e10-a92e-e3bcb4a6109f,854871.37,2024-05-07
d14adcfb-fa63-409d-93bf-dc6a5345e671,b17d6fc1-d658-4bd6-bde1-cda2720f0d32,66fdf120-b803-4a8d-93a5-524b21d0336a,82933.02,2024-02-11
4d3a878c-e1fe-4675-82ea-2eef1f198cd8,c0720495-7557-4182-a908-2c16ffc2afb0,ed75d2ad-8a18-4cdf-86c4-c6419b799eed,231155.58,2024-03-08
5ba43fbe-2ed2-47cf-b912-af5c0556e137,4af5088a-7109-4c4b-81e6-2b7c535eb822,98c78c05-445c-4f4a-9d74-0d4c84d8bfc0,769878.87,2024-05-30
8debe78f-ac94-4acf-9908-013c523407fc,7421fb5a-2c1b-435b-b4c1-98553ab4df29,e716178e-8b69-452c-a74b-8cdf0973efff,747367.93,2024-01-27
d956ea9a-f543-4c4d-b3de-f100a5cd179d,03573c46-9b92-48cd-8ee1-d27e9a0c20dc,4cc28381-a81e-4bed-ba9f-d97871d85c5e,585236.78,2024-03-01
9de7cc4f-f5c3-4392-8569-835dc381f771,38870200-43b7-41b2-8592-59f75533feef,8dda09d0-512a-4329-9b46-b009b4262b7e,689578.83,2024-06-01
9f4094b1-9094-4ce3-9b48-2ee9216c0057,37d931c8-adc1-4c39-b022-824f7f15befd,399b4bde-05cd-4cb8-9389-70f84745b636,782760.99,2024-01-17
c3f395a5-c726-4d1b-9642-5045e6928ec3,ea8f59e6-5feb-40ff-af98-196aea5e3c11,74d801f9-abf7-407c-b7f8-2b359c7b92cb,482266.63,2024-04-18
598c73b8-4c65-4d64-8a7b-82d00428c8de,e4b0a354-6d16-489c-ad9e-ef6dad3db1e0,b3872c3f-64e2-4b99-845a-bfb30e3dcf2e,629706.77,2024-02-19
15a6d829-b95a-466a-8dfb-d883e18f8427,7aa76ec0-2584-4b10-ae4b-db4b856bc1a9,70ec4170-e130-47ef-8455-80f881112479,461214.47,2024-03-11
f41885a8-7d66-472a-86a6-c3163b1090f9,d414685c-9a81-492f-bc28-185484706232,af5a3de7-5e4e-42f0-8b6e-28e9cbf44406,80324.55,2024-05-18
981c795f-63ca-40aa-a1e9-04463779749c,72d55030-75fe-4e85-9001-c42a0071f546,fb47843c-04bd-46e0-a09c-b83e9ff50e0c,149399.03,2024-03-25
c31cf274-16cf-4d95-8c3f-d7f03f1bdbdb,e0196b65-d709-435d-b953-8483d608d188,e58e79a2-523c-408a-9e8a-f913cc40b4a8,899124.09,2024-06-17
3da8894f-c08f-40e9-a097-4d3b7bd3d8a1,aa9c1c50-daf0-41b1-ab59-77b2e68dbc07,008d665f-3ef4-4489-a0a4-6dfc6929e2ff,148119.6,2024-04-08
fa3f6f24-27d3-41f1-9e6e-188f1b0c4442,b2767d72-af0a-4cc0-a96f-719ee4aa3026,182b0829-331a-42fb-98c0-462098e2be5b,51119.23,2024-01-23
4ce8a281-4fcc-4746-8e67-56a5bd6766d1,4a9a85e2-cc4c-40df-afe5-4c99e4d902f9,5eb151ca-a3e9-407b-bda8-e675bc9f5f53,385199.86,2024-02-15
43e181e6-fa5e-4714-9779-1e7786bb9c00,25166395-8ab6-42db-a6d8-6104a98334cb,4118da1c-2cc1-4dc1-b522-3efe2f57559a,662656.05,2024-06-26
b1fbb6e4-2e3e-4ad4-9712-ea8aea0391cd,bf70655e-a49d-4168-b7b6-9101a3243693,06b11bc7-fa9b-47c1-aa3d-7435e06285c2,298181.09,2024-05-15
2db7dd7f-9a1e-4aaf-b15d-c6c10ae8b8f6,1a42d6ed-07f0-4364-b489-9b024ce84c49,b4de1efe-0efd-4f3e-bede-d11f2e2d2ea6,618123.7,2024-06-16
02c47584-9120-4605-af33-8b6966400f42,3ce95a55-7834-4e47-bc7c-2a7c0139b8c5,77373b11-7f40-44a9-ac0c-4f0b01e3405f,675762.39,2024-01-17
944f72c5-7bff-4e83-a4c9-f021ce62ccbe,27afa214-0032-4460-82b0-e6f0eb4160ea,c20b288c-5c8e-4068-ac97-e77eb55ee636,463052.51,2024-03-08
f0085d23-75b5-4e40-9101-894c4e288788,91f438cd-3cac-4866-a166-3857cba4cd8f,4986e163-b945-488f-8fed-07b1017be0fc,109969.8,2024-05-10
11db0539-c2f6-4298-b06c-c76fe5d516c5,9a9bbdf3-f5ee-4483-9abf-4adef00ce005,527cd955-3cab-4b08-ab00-910293c58de3,514576.61,2024-03-17
1fd8b0b4-2d74-4d39-8d4b-b40f54ba3cef,2ca77f02-2273-4752-99b4-5baba9a8ffa6,79809d7d-4ee0-470b-a4d8-f05425508af4,28589.5,2024-06-08
37e9de5c-8d55-45ca-8057-8f1c972b20b6,c735c798-7ddd-47ff-b222-f7d248ec1153,ce2a8847-9697-402e-8a0a-79f3496f04c7,32508.22,2024-04-21
0fc2f95b-7ccb-4082-a09a-85cc39cc284c,96d639e4-c1d8-4452-9915-fbee89a2140f,069f0cb4-114c-4a7f-8f85-cc7215a91d27,294679.27,2024-04-16
c544b7df-f6a5-4293-939b-c66c466f5fd3,01609ea9-74b8-4fa8-9222-15dcc70d91fa,8ca8928e-7ec1-4fbf-b06d-c2e0163c61a9,454934.12,2024-06-19
bf2a156b-6e7a-49f7-a089-c56bff65373c,538273c3-05eb-43cc-9bab-e6d9e2dd2c8d,04c2260f-d707-4bf3-b9b5-c3c58102d4ff,824944.22,2024-03-05
e0b17e55-c0af-44b9-aa26-42aa2fb3e95e,ba8ffcbd-dea6-4dc4-a6a5-31f63aa581eb,c6f90d91-6dee-42b7-a0f7-d7e008896814,707981.91,2024-05-14
17fd1d1e-943e-491c-94f0-bc5e6fba4968,fc121836-3377-412e-975a-b972e986851e,2c84c8b5-ad55-43c7-ba34-713b7185cf51,465247.79,2024-04-02
77cdf408-b42c-4611-a75f-de2e0d45001b,8d698a94-1d39-4bdd-97b6-e47c10c988fb,dd07d91d-310c-428c-9ba9-8fd7f1364719,692403.69,2024-04-04
9eaf5900-e607-4598-8427-882ab0e1f0bd,56979195-e8c9-4342-820e-9e42aa31df00,d00dbfb7-8ee3-4fbb-8448-5291bd22ab39,107871.98,2024-01-25
d1969d85-f2f7-4849-a7e0-0e466154bfaf,43ec391c-7f4a-43fd-9412-55a0b0eb87e2,76fd66d2-5630-48e9-89ec-fabc92f24f72,165100.22,2024-05-08
add8f17d-b6b7-41bc-891e-d0706021ca50,031830c9-7265-4b78-9dc7-42d9dcb74d68,fc38345b-f6cd-412a-886e-ed5c72a65334,474520.27,2024-04-28
f9edff0b-59c3-47c8-b064-aa87668536fc,b3ab33cf-9a1a-4e81-b6b4-0b091c851b12,d148eefa-4bdc-4160-bf85-9dfa2f752a2f,563086.79,2024-06-07
1ecb4547-b425-46b4-9c36-c0a128635841,837bc7ec-640f-4c7d-8d4c-9eb5c3457caa,ba264f27-6d28-498a-9e3c-813875e45b85,276958.68,2024-01-30
db7dd5e5-6d27-413a-9f45-93490255b012,145293df-3b72-446f-a6cc-e16462d54437,0e681de1-28d4-443e-8518-0f1c58ea9115,758691.21,2024-06-27
529bd011-ddb4-475c-8f53-c646075f490f,365b8669-0ae0-4192-9e7a-205608944053,c7750ef9-8932-422f-bcf5-fd68b9a7b05c,226639.09,2024-03-14
5ca853a5-796e-43a9-a9c6-c4591c6128e9,b231c3a4-4d75-4cec-ab82-1264bd80aaac,7d0e7dd3-0cb7-4351-9fd5-d65a54283be1,613972.26,2024-01-09
f29ae138-ea8b-4902-abdc-7352d09e3ec5,baf9cf83-c6ba-4716-a45e-c296d2864806,81e39e0e-7f71-4827-9c4d-bb37070733a1,325973.43,2024-06-24
2ff8415f-e81a-49bf-bd6f-f3315d26c105,1e5d2ee5-5794-446d-80a9-daa7e195acfa,d79ef16a-f8ab-4f45-86b5-421d4975f27b,461431.07,2024-05-24
8a54a556-a469-4608-bfb4-7d2b414d491e,3e94ed0d-e5b5-4ac9-a7cf-67150e2bc013,3bd70aa6-a0e1-45d8-a2b2-b4044b31fa97,367034.05,2024-06-20
7a8691e9-a26c-4bd4-b612-2d987450de03,8fbe7ab6-3220-45e1-bd83-25f556ea14e6,bffd07c8-115f-4e98-97c4-dd29f5c4a195,122980.86,2024-02-18
f313bd0b-b835-4c08-9201-0e49f8f6c707,b83b0c4e-7df9-48a4-a562-090b0a73c36e,ef37ded3-e4f3-411d-800e-ae1b01b1c1cd,161216.24,2024-01-23
f42c6bff-fa3c-43db-a51c-b721edc17877,cbf31169-c135-4ae0-8444-cdb209527444,22ebc538-a241-4d1b-a1af-cfc8baa995b7,707449.7,2024-04-15
e4f53880-1ee2-4f7f-b8e9-d3cb2bef3d88,899ef89f-389c-4ac4-be0b-f3b0daa49ef6,828c78ee-bc65-4560-a70e-3320ab40048f,53424.59,2024-03-27
52120779-5941-485d-9371-9e39e9b0c7e4,a1d1b95c-bc23-471e-b38d-f9111a9bbbe0,5ddf81e2-d63e-4f26-9ad8-8e9a08c7643d,64293.59,2024-06-17
ec4ae98c-6e43-46b7-a58b-f18bfc4029ed,a70e84ea-cb51-4f3a-a01d-4ee5d1f294e3,cff54429-104f-4f8e-95fa-7926308b3f8b,273249.26,2024-04-02
1e72e26a-da9c-4f20-ad8b-2d99a5e73171,8b34d399-8e00-44da-a0de-a55e9abe561b,9b4f0a9f-dc19-45a7-99a4-a6da91751b45,288221.22,2024-05-24
b8fd06fe-9a6a-4125-bfb0-5647a13d322d,83583f80-0c72-4034-8a09-185e5457b870,f314b3c0-4603-447b-80a6-97dadc366ee7,787353.2,2024-02-11
b96b20ce-0783-4055-8110-576372ca1c85,bd0deb40-0ec2-44fb-86e2-0b8f22fb34c5,282879d1-0c25-416b-b00c-e3b9e1b3217b,318076.52,2024-04-14
e8d57223-3a49-4ada-b37a-cad9d0f61b84,635b7e6c-26fc-42e3-bc88-40866189b40d,61023c3a-fa2f-4cfa-a154-3339699a9817,321788.18,2024-05-11
dfb521d3-c99e-4905-83be-dffff7e6fca8,a65b4192-dac0-411e-8681-821cf690ac72,2bf612ef-b932-491d-bf7e-a131de23f9d5,214159.33,2024-05-20
33fdc31c-2596-463b-a50b-279e12d7152f,d2e87e56-3ea1-4cbc-adcd-a4c53c96a1d9,d401cef1-67ab-4c40-bcf8-4634559096f2,891510.57,2024-06-27
2d970b3c-6b46-4856-9aff-e8712c25fc8b,db73f47f-ab75-4d1e-8d66-584aed5803a0,c577b78d-3b89-4498-98d5-cdbfb72ac489,483820.87,2024-02-25
eaf657c4-8786-4dad-a80d-5c23e2ca103d,8b3ed0ba-fb77-4382-9179-56924d57804e,49e07289-b2c5-43fd-96e2-4545bc95b17e,874273.31,2024-01-17
7b9a9973-68fd-4374-9ab4-e380c941da18,466145e8-0113-4048-89e6-6ba29f925951,7f6b97b5-f42e-4009-a2c5-73fb30c8d2f2,239074.1,2024-06-26
53dbff92-d0f6-4b0e-9d49-25d5f15d8035,9fcf4064-880d-4a2f-9e55-27b58a2fe6cc,634d1350-8c3c-426d-af3f-124729c00942,436498.02,2024-01-31
b0f89149-5360-4052-85b7-f2aa354a38d9,8642e709-9101-4956-85b1-672c24f304eb,33570957-346e-41f4-aab9-e46fac72a0b7,667476.92,2024-03-09
bff5ed1c-9222-46af-861f-77225a6a1c00,fd3d5bac-d042-4516-8b1a-2b41c7895c34,608a4924-a0cf-4678-8a3f-6aed6ea5f0a7,501992.75,2024-02-12
a4336ed6-d0f3-4531-9296-c53405180851,e564542e-772a-4dc9-bb09-dc183475c5f8,b7c6949b-911d-4d9d-a8b7-f516e6c88b5e,517783.29,2024-03-21
b465230b-0ffb-455d-b184-91bcfed96308,e66f3fb6-d04a-42db-bfd5-c7ff1fdc7373,91d188aa-31e2-4c95-9deb-08ee1bba43d7,476085.23,2024-02-26
1ced1998-020e-463c-a12b-b1d469cbb60a,4891c5ea-77c3-43c5-a9be-a4a14818f83d,b82fcff4-840d-4c65-95bc-4258b6ddaf28,139031.78,2024-05-19
59a954ae-a79b-45f5-943e-0459f4171996,c66553f5-44b7-44d0-b4a4-8e77eb53990b,77fdc30f-8945-4752-b714-11e84d734578,192748.27,2024-06-13
9ef25a75-9378-47c9-8c19-9074b0196432,96a2ae85-1290-4b58-9537-c1e591eb5690,64cc5070-d3fd-4398-9eff-5e34d5bcbc53,709726.06,2024-01-07
753eb091-8335-43ab-853e-c52acf28dc32,578b1724-efd3-478e-9431-6de6a2d2a060,fd96e1ed-025d-4e9a-a396-85f413c6a43a,800929.62,2024-02-05
02dc2e1b-5cbd-4468-bcde-8a8412b902d8,5d88f974-de4a-409d-914a-c42816f508ab,99b68f83-7d2a-4918-a930-0adb540fd0b7,755789.04,2024-05-07
6d163972-805e-4d4d-9c4d-37c396809043,8107222e-1be2-4106-afc2-93e5dd1ccf2b,830612a9-fe68-4823-b3ae-aef46469a7a6,790414.27,2024-03-24
cb872b6b-45dd-4719-8c92-b07f27a5b742,e3b7818b-9979-439f-9765-78f040fbed86,2c92eb4e-835c-4040-af8c-6104bc9af656,108892.26,2024-04-26
13821911-1d2e-47bb-bd1f-99ccad3303f2,fab4e4a9-69e7-4038-b726-a5fb8119ebdb,3d2bb272-9512-4d99-8d58-3234c5c010da,785566.63,2024-05-12
