Run,Execution Time
1,0.016084900009445846
2,0.0034616999328136444
3,0.004050099989399314
4,0.0036267999093979597
5,0.003008300089277327
6,0.0030352999456226826
7,0.003487299894914031
8,0.002918299986049533
9,0.0029447999550029635
10,0.0036295000463724136
11,0.003028100007213652
12,0.003617399954237044
13,0.0029724999330937862
14,0.0029291000682860613
15,0.002887899987399578
16,0.003877400071360171
17,0.003073900006711483
18,0.003153700032271445
19,0.003305200021713972
20,0.0034414000110700727
21,0.0040596999460831285
22,0.002713099936954677
23,0.003926200093701482
24,0.002934899996034801
25,0.0038296999409794807
26,0.0030878999968990684
27,0.003348600002937019
28,0.003065300057642162
29,0.0032595000229775906
30,0.0032053999602794647
31,0.003819699981249869
Media,0.003323289992598196
