Run,Execution Time
1,0.0057409999426454306
2,0.0008506000740453601
3,0.0007668000180274248
4,0.000826600007712841
5,0.0008080999832600355
6,0.0007249000482261181
7,0.0007311999797821045
8,0.0009214000310748816
9,0.0008024000562727451
10,0.0007689000340178609
11,0.00074819999281317
12,0.0007746999617666006
13,0.0008770999265834689
14,0.0007996000349521637
15,0.0010717998957261443
16,0.0008924000430852175
17,0.0008780000498518348
18,0.0008679999737069011
19,0.0008671000832691789
20,0.0008774999296292663
21,0.00109779997728765
22,0.0010492999572306871
23,0.0011419999646022916
24,0.0008807000704109669
25,0.0008600000292062759
26,0.0009973999112844467
27,0.0010603000409901142
28,0.0009358999086543918
29,0.0008744999067857862
30,0.000851399963721633
31,0.0010044999653473496
Media,0.000886969993977497
