Run,Execution Time
1,2.145197800011374
2,0.32878780004102737
3,0.2862478999886662
4,0.3137245000107214
5,0.2865620000520721
6,0.2908832000102848
7,0.308367200079374
8,0.27404179994482547
9,0.28248950000852346
10,0.30226599995512515
11,0.2803995000431314
12,0.29745870002079755
13,0.2800061999587342
14,0.3345219000475481
15,0.27378619997762144
16,0.27331560000311583
17,0.30535070004407316
18,0.27694429992698133
19,0.26143880002200603
20,0.27877219999209046
21,0.30206210003234446
22,0.2639469999121502
23,0.2655075000366196
24,0.29885139991529286
25,0.2648363000480458
26,0.2629183999961242
27,0.26402530004270375
28,0.30149779992643744
29,0.2612373000010848
30,0.2642201000126079
31,0.31618850002996624
Media,0.2866885233360032
