Run,Execution Time
1,2.1285115000791848
2,0.0951698999851942
3,0.0442086000693962
4,0.043394000036641955
5,0.0486266000661999
6,0.046481399913318455
7,0.04787969996687025
8,0.04758290003519505
9,0.0675018000183627
10,0.04653369996231049
11,0.06497179996222258
12,0.06730680004693568
13,0.05177180003374815
14,0.04999790003057569
15,0.04881439998280257
16,0.04486469994299114
17,0.04405569995287806
18,0.045365799916908145
19,0.043638500035740435
20,0.046746799955144525
21,0.04406270000617951
22,0.043953799991868436
23,0.053756200009956956
24,0.04477959999348968
25,0.040100499987602234
26,0.04427760001271963
27,0.03911549993790686
28,0.04765610001049936
29,0.04176779999397695
30,0.0353760999860242
31,0.03604650008492172
Media,0.04886017333095272
