Run,Execution Time
1,2.193926400039345
2,0.09683609998319298
3,0.09210439992602915
4,0.08606050000526011
5,0.07618109998293221
6,0.0790368999587372
7,0.07345160003751516
8,0.07507849996909499
9,0.07656800001859665
10,0.07247959997039288
11,0.10261960001662374
12,0.08972769998945296
13,0.08566019998397678
14,0.08837289991788566
15,0.07321250007953495
16,0.11167740006931126
17,0.07554799993522465
18,0.07751400000415742
19,0.07827479997649789
20,0.10678819997701794
21,0.07831760006956756
22,0.0727387999650091
23,0.0729048999492079
24,0.0823757000034675
25,0.07853800000157207
26,0.08612980006728321
27,0.084839400020428
28,0.0830147999804467
29,0.0814883999992162
30,0.07307380007114261
31,0.07336729997768998
Media,0.08279934999688218
