Run,Execution Time
1,0.02348909992724657
2,0.011413100059144199
3,0.011638500029221177
4,0.01042599999345839
5,0.011321700061671436
6,0.011520199943333864
7,0.010797400027513504
8,0.0110435999231413
9,0.015102299978025258
10,0.010778900003060699
11,0.012194100068882108
12,0.010563399991951883
13,0.010588100063614547
14,0.012369500007480383
15,0.010714499978348613
16,0.010637500090524554
17,0.011594000039622188
18,0.010335500002838671
19,0.011223999899812043
20,0.012136099976487458
21,0.011215500067919493
22,0.011514400015585124
23,0.012092299992218614
24,0.010009199962951243
25,0.012033200007863343
26,0.012968200026080012
27,0.010296200052835047
28,0.014873300096951425
29,0.013794800033792853
30,0.012225099955685437
31,0.011895100004039705
Media,0.011643856678468486
