Run,Execution Time
1,0.03684520011302084
2,0.02573120000306517
3,0.025989799993112683
4,0.024463500012643635
5,0.02529669995419681
6,0.02745729999151081
7,0.02727770002093166
8,0.0280110000167042
9,0.03476419998332858
10,0.0329438999760896
11,0.02489410003181547
12,0.025296700070612133
13,0.02534729999024421
14,0.026515599922277033
15,0.0286261000437662
16,0.026071200030855834
17,0.026423599920235574
18,0.026919599971733987
19,0.030275199911557138
20,0.030418200069107115
21,0.029932199977338314
22,0.026176500017754734
23,0.029265100019983947
24,0.026285599917173386
25,0.02387300005648285
26,0.030165000003762543
27,0.026605499908328056
28,0.024975900072604418
29,0.04009690007660538
30,0.031063899979926646
31,0.02534130006097257
Media,0.027883460000157356
