Run,Execution Time
1,0.05281030002515763
2,0.025744699989445508
3,0.027945200097747147
4,0.029047499992884696
5,0.027983199921436608
6,0.027131899958476424
7,0.025768700055778027
8,0.03118329995777458
9,0.02486010000575334
10,0.027151399990543723
11,0.027697900077328086
12,0.026707099983468652
13,0.03208239993546158
14,0.03724169998895377
15,0.028641499928198755
16,0.03268559998832643
17,0.026493299985304475
18,0.027592500089667737
19,0.027816499932669103
20,0.027757300063967705
21,0.028080300078727305
22,0.02952370001003146
23,0.0286454000743106
24,0.027458199998363853
25,0.026500999927520752
26,0.027053500059992075
27,0.027644600020721555
28,0.026191200013272464
29,0.02793410001322627
30,0.026828300091437995
31,0.02880219998769462
Media,0.02820647667394951
