Run,Execution Time
1,0.006236899993382394
2,0.0019738998962566257
3,0.002061299979686737
4,0.0019307999173179269
5,0.0019453000277280807
6,0.0019494000589475036
7,0.001959900022484362
8,0.001957500004209578
9,0.0019517000764608383
10,0.0019728000042960048
11,0.0023753000423312187
12,0.0021005000453442335
13,0.0020112000638619065
14,0.001969299977645278
15,0.002045299974270165
16,0.002168699982576072
17,0.002187900012359023
18,0.0024981999304145575
19,0.0021179000614210963
20,0.0026904999976977706
21,0.0024510000366717577
22,0.002254100050777197
23,0.0022906999802216887
24,0.0026470000157132745
25,0.0022007999941706657
26,0.002123399986885488
27,0.002003600005991757
28,0.00197929993737489
29,0.0020317999878898263
30,0.002357600023970008
31,0.0026627000188454986
Media,0.0021623133371273676
