Run,Execution Time
1,2.1290163999656215
2,0.18861080007627606
3,0.12234030000399798
4,0.12403780000749975
5,0.12440060009248555
6,0.12505619996227324
7,0.10784119996242225
8,0.11017449991777539
9,0.10623899998608977
10,0.10349620005581528
11,0.11777350003831089
12,0.15856180002447218
13,0.11921629996504635
14,0.11742760008201003
15,0.12869349995162338
16,0.12658969999756664
17,0.1088735000230372
18,0.1131234000204131
19,0.1092430999269709
20,0.11376460001338273
21,0.1065264999633655
22,0.10389959998428822
23,0.10206910001579672
24,0.10408219997771084
25,0.10054969997145236
26,0.10347039997577667
27,0.10415709996595979
28,0.10340420005377382
29,0.10102380008902401
30,0.10231069999281317
31,0.10122839990071952
Media,0.11527284333327165
