Run,Execution Time
1,2.167395199998282
2,1.0025300999404863
3,0.9011622000252828
4,0.8595311999088153
5,0.8385166999651119
6,0.8159333999501541
7,0.8639908999903128
8,0.8429490000708029
9,0.8374122999375686
10,0.837295199977234
11,0.8781906999647617
12,0.8775162000674754
13,0.8476060000248253
14,0.8571180999279022
15,0.8339886000612751
16,0.8032626000931486
17,0.8468070999952033
18,0.8446993000106886
19,0.8595676999539137
20,0.8817340000532568
21,0.8433826999971643
22,0.8444040999747813
23,0.8443375000497326
24,0.8327525000786409
25,0.8385411999188364
26,0.8030515999998897
27,0.8440282999072224
28,0.8380146999843419
29,0.8349525999510661
30,0.8315751999616623
31,0.826132999965921
Media,0.850366156656916
