Run,Execution Time
1,0.025677899946458638
2,0.0072743999771773815
3,0.0061897000996395946
4,0.007065100013278425
5,0.0068165999837219715
6,0.006671500043012202
7,0.006145799998193979
8,0.006195400026626885
9,0.00683620001655072
10,0.007701300084590912
11,0.006943700020201504
12,0.00606409995816648
13,0.006996100069954991
14,0.0070198000175878406
15,0.008130700094625354
16,0.005909499945119023
17,0.0066151999635621905
18,0.0059087000554427505
19,0.007425800082273781
20,0.00807620002888143
21,0.006132000009529293
22,0.006327999988570809
23,0.00661979999858886
24,0.007531600072979927
25,0.006850400008261204
26,0.00621069991029799
27,0.006142200087197125
28,0.006490599946118891
29,0.0070807000156491995
30,0.006164400023408234
31,0.006182100041769445
Media,0.00672394335269928
