Run,Execution Time
1,0.005438999971374869
2,0.0013879999751225114
3,0.0013497999170795083
4,0.0013285999884828925
5,0.0013396000722423196
6,0.0013913000002503395
7,0.0014871000312268734
8,0.0013628000160679221
9,0.0013409999664872885
10,0.0013291999930515885
11,0.0013355000410228968
12,0.0014078000094741583
13,0.0015005000168457627
14,0.0015861999709159136
15,0.001514200004749
16,0.001428700052201748
17,0.001525099971331656
18,0.001407100004144013
19,0.0019174999324604869
20,0.0019244999857619405
21,0.002361699938774109
22,0.0020755999721586704
23,0.0021526999771595
24,0.002584400004707277
25,0.0021473999368026853
26,0.002069600042887032
27,0.002166600083000958
28,0.002298499923199415
29,0.002121299970895052
30,0.0021788999438285828
31,0.0023587000323459506
Media,0.001745996659155935
