Run,Execution Time
1,0.03000999998766929
2,0.0176725999917835
3,0.017491100006736815
4,0.020512999966740608
5,0.015422099968418479
6,0.016428999952040613
7,0.018612199928611517
8,0.016369399963878095
9,0.0170845000538975
10,0.017268799943849444
11,0.01575549994595349
12,0.019309199997223914
13,0.01571359997615218
14,0.01669309998396784
15,0.018045099917799234
16,0.015855700010433793
17,0.016198100056499243
18,0.021728400024585426
19,0.01632599998265505
20,0.018873099936172366
21,0.02064920007251203
22,0.015885000000707805
23,0.017478000023402274
24,0.015264599933288991
25,0.019763999967835844
26,0.01563280005939305
27,0.016974999918602407
28,0.019362199935130775
29,0.015037900069728494
30,0.015482000075280666
31,0.018041200004518032
Media,0.01736441332225998
