person_id,company_id,join_date
c3cbf79e-f98c-4f13-afb8-49239559daa3,5be50351-2f44-49b2-ad0c-15987be5f91a,2023-02-28
df6ecce3-7626-46df-b387-c6032b1c9ebc,5be50351-2f44-49b2-ad0c-15987be5f91a,2023-07-19
17407c67-a7d4-48ed-94e3-f33642feb116,5be50351-2f44-49b2-ad0c-15987be5f91a,2022-08-29
1fca39ff-b5bb-46a1-b1e0-c9e7e959b4db,5be50351-2f44-49b2-ad0c-15987be5f91a,2022-02-17
ff9cccf5-6d31-4400-bf07-ef6849234035,08f0fc52-e2d6-4f21-913b-b2f71c124d78,2021-09-13
eeaf02f5-7635-4023-986f-eacd68e659f5,08f0fc52-e2d6-4f21-913b-b2f71c124d78,2024-04-22
31a96f56-833c-4b1e-871f-ad451af66859,08f0fc52-e2d6-4f21-913b-b2f71c124d78,2024-04-07
344f3765-80f9-4341-ba0b-ac20118c05c5,08f0fc52-e2d6-4f21-913b-b2f71c124d78,2021-02-13
c025f67f-2526-43e2-8f80-f9e5271747a7,136cbeb7-d4fe-48e1-ac50-554a9cd5900b,2021-03-13
25522a5b-6566-4ee0-becf-c04225195918,136cbeb7-d4fe-48e1-ac50-554a9cd5900b,2021-02-24
eb0acda2-017b-4564-b62a-ec51f0ff5c47,136cbeb7-d4fe-48e1-ac50-554a9cd5900b,2022-10-25
036abdf5-add0-452e-a12f-d3ad3081d637,136cbeb7-d4fe-48e1-ac50-554a9cd5900b,2021-06-01
6559890d-54eb-47de-b6fc-8e3d7761e25b,be0512ed-e97f-4014-85f3-5b260e6b9fa2,2022-04-10
afe81d1e-c3a0-43ec-a0c0-0c12dc8ffdef,44e91d8e-5c1a-497d-8dda-cf48a0effb57,2022-08-20
8044dccc-158d-4ea5-badf-ea39bd4a3e39,44e91d8e-5c1a-497d-8dda-cf48a0effb57,2021-07-29
f534293a-372f-46ba-899f-8284beb31e02,49a6c968-4723-4b77-b5b0-bbb10ceaf264,2023-04-26
2a0e2094-29ac-49ab-bc7d-2441dd2c3d8d,49a6c968-4723-4b77-b5b0-bbb10ceaf264,2021-10-29
6a2fa97f-c61f-4a6c-b427-58dc045f0180,49a6c968-4723-4b77-b5b0-bbb10ceaf264,2021-02-13
384f7d89-90d2-47e5-9a51-d1f2b01ac6e0,cf3e8d10-8d8e-4425-828b-a239a94ed486,2022-10-27
de9e6939-782c-4aee-95b2-e3e40206c1a4,cf3e8d10-8d8e-4425-828b-a239a94ed486,2021-07-08
2dc3edfb-bd4b-4c50-bc46-43ed56010cf3,be86f1e3-9535-42a2-b856-d879948e078e,2022-10-31
966cf520-fca3-442e-8caf-23c9afb7af61,be86f1e3-9535-42a2-b856-d879948e078e,2021-03-23
59bafa2e-3d59-4731-882f-7325ad66ed14,be86f1e3-9535-42a2-b856-d879948e078e,2023-03-30
0951cfe9-7a5c-4a83-93a3-7dea175eeba1,be86f1e3-9535-42a2-b856-d879948e078e,2021-06-29
8e4125bc-745f-45be-bfea-5ebecf8c2a69,9136c998-34f9-44e2-9aac-4fe20439a134,2022-11-23
c9342144-e4e7-4da4-a1c8-d715cc136dd2,9136c998-34f9-44e2-9aac-4fe20439a134,2021-09-30
62ef4b6b-d345-4b4b-9155-669122be2d86,9136c998-34f9-44e2-9aac-4fe20439a134,2022-05-05
11222d1e-6093-4c20-ace1-444438dab81c,8b004674-befa-4888-958e-0cd4fe59d497,2020-12-20
5f32ba71-3a4c-4c3d-a596-5f9b81b82043,8b004674-befa-4888-958e-0cd4fe59d497,2024-01-08
c26b3995-bb38-42ca-a523-4892bb253173,7ad865b5-bfd6-42ee-ac67-9be36c49f7ce,2023-11-07
6f046552-c28d-4091-8e90-3019b8ff1308,7ad865b5-bfd6-42ee-ac67-9be36c49f7ce,2023-10-29
949f9616-1ead-4569-ab3c-b87e9d55cb24,7ad865b5-bfd6-42ee-ac67-9be36c49f7ce,2020-11-12
6d56bc2b-ef09-4e86-83ad-988ad6d96e43,7ad865b5-bfd6-42ee-ac67-9be36c49f7ce,2020-09-28
639caa05-cd00-46d9-8026-d23043aacd75,3d7a5c74-32d1-438a-8e0f-a678a47b606b,2020-08-01
022583eb-4821-4989-aec4-cc1b0105de2c,3d7a5c74-32d1-438a-8e0f-a678a47b606b,2023-12-16
b66644b4-f08a-4711-ae6f-41c8af948083,3d7a5c74-32d1-438a-8e0f-a678a47b606b,2024-04-27
5d1eb132-543a-4fe0-a916-287470b6ee18,3d7a5c74-32d1-438a-8e0f-a678a47b606b,2021-12-25
ad703cdd-b7d6-4269-9044-b81b55d0eaf8,19752e17-1042-4c1c-9581-34974c6b0281,2023-04-18
af7c82bc-aab5-41b6-8a0b-0800adf5a0eb,19752e17-1042-4c1c-9581-34974c6b0281,2020-04-06
58e89750-6cd2-4116-910d-3a2f310c2b0d,19752e17-1042-4c1c-9581-34974c6b0281,2022-05-05
33c11533-51d4-42a4-94a1-920a19432327,19752e17-1042-4c1c-9581-34974c6b0281,2023-11-07
4caad423-c482-4a2e-a003-521fdf97018a,5bf01256-7959-4934-8770-7f6fbe14fabf,2021-07-20
15068dcc-dd13-4ad2-bfb5-dc1ce28fa723,5bf01256-7959-4934-8770-7f6fbe14fabf,2024-06-08
80eabad3-45e2-4eaa-9a3d-911f999e743b,21013140-7bd5-4ad3-822e-bca1b110de78,2020-05-28
5a427131-69b7-4085-9f5c-49210bc175d7,21013140-7bd5-4ad3-822e-bca1b110de78,2023-01-02
bf91baf4-9c18-4597-ab28-0b6ee83a19be,21013140-7bd5-4ad3-822e-bca1b110de78,2023-07-08
a91e8426-056d-4038-a181-97bbf328fbb1,266ed99d-9438-4a3e-9d47-7557d8f7ad05,2022-07-06
d8ade72b-c4a0-46e4-97f3-ced0840b34f9,300f1940-65fe-4fd3-b272-9a0837b49a1e,2024-03-27
8935474f-73e7-4cf5-9c5a-1d472a5d6508,d7496672-e2e9-4555-b9a0-91d64d0afe42,2024-06-25
45cd71c8-254e-4c52-bdec-1f04f6e01fc3,d7496672-e2e9-4555-b9a0-91d64d0afe42,2020-09-30
4059dab8-9d5f-4a02-91d9-a5cbbee5d0ee,eb68ca5c-c500-4e60-b0eb-57ece14cc622,2021-06-05
b01b01bc-a2fd-41d2-ae20-853856067785,eb68ca5c-c500-4e60-b0eb-57ece14cc622,2021-09-05
a9faa0dd-283e-4988-9db1-d105468c029b,eb68ca5c-c500-4e60-b0eb-57ece14cc622,2024-06-06
94e0f9c7-1e8d-489e-9e97-04766f5f20a0,06bd39e0-1ff7-49ab-915d-d19b54af85b3,2023-02-17
551c9348-fd29-49f8-8e35-15402af4106e,06bd39e0-1ff7-49ab-915d-d19b54af85b3,2023-06-13
1e512a78-10e0-482a-88e0-dc4d5590cc0e,06bd39e0-1ff7-49ab-915d-d19b54af85b3,2023-08-06
d0965dac-38d6-4f54-892f-e3530dc1fb6e,06bd39e0-1ff7-49ab-915d-d19b54af85b3,2020-04-17
ec1cfe47-b35f-4ed6-9228-faebb0097dca,06bd39e0-1ff7-49ab-915d-d19b54af85b3,2022-06-06
3c412932-84d2-4791-94fc-be2ec44df02f,c99dcdd4-a357-4115-8ef2-28199861bf4c,2022-05-26
f1fbf17f-6fc3-456f-abc9-54042268c715,c99dcdd4-a357-4115-8ef2-28199861bf4c,2021-02-16
304c389d-cb95-4b0e-9249-5243acedeb07,c99dcdd4-a357-4115-8ef2-28199861bf4c,2020-10-14
85b14776-e663-45b3-8e87-83e283f9f30b,c99dcdd4-a357-4115-8ef2-28199861bf4c,2022-07-30
94b4071f-e9f1-4b1c-b18d-e38b3b726d7d,52992145-54a7-4cb0-ac32-8f1fee9b1825,2021-03-06
cdfe2022-2c0f-4f2c-aceb-cd7ec559ca18,7b6f55c6-3018-4b5c-8624-7386a692be93,2022-12-08
22b798c3-1454-439a-89fa-a6d363ee11e5,e0d02dff-ab6a-41bb-88e9-25e8b983cbbe,2021-06-05
aa7d4887-c0c8-4c56-86b1-60fbca3ebb23,e0d02dff-ab6a-41bb-88e9-25e8b983cbbe,2020-06-03
049f8cd7-9bfb-4d8f-9e4a-327ecf641d17,e5be7c28-eded-4657-88e1-a2fa73b47374,2020-11-23
85a5a01c-2dc1-4458-9d90-cbc8f24caf74,a6a2ab7b-be36-4fdc-91dc-8e814e21da3b,2021-03-24
34ec6541-57d0-4df5-91ff-b8eb9dd86cbf,a6a2ab7b-be36-4fdc-91dc-8e814e21da3b,2022-02-25
ac759a1f-b158-44df-b94a-e69d138c4de4,a6a2ab7b-be36-4fdc-91dc-8e814e21da3b,2020-03-25
6d333893-50d8-49fe-9588-dd5a6441e693,22c0f6aa-5007-4612-9795-935da6ba6fed,2021-12-16
eed62f1b-cdd2-4b16-b9c1-a653b8a709bf,22c0f6aa-5007-4612-9795-935da6ba6fed,2020-05-20
e873c8a9-bdf4-4a41-a99c-4ae12a7a8eaf,22c0f6aa-5007-4612-9795-935da6ba6fed,2020-05-22
