Run,Execution Time
1,2.1513077000854537
2,0.10891670000273734
3,0.0709948999574408
4,0.07368859997950494
5,0.0686541999457404
6,0.07333260006271303
7,0.07208269997499883
8,0.06792329996824265
9,0.05974149995017797
10,0.06081250007264316
11,0.08081090007908642
12,0.06528510001953691
13,0.07506019994616508
14,0.08582839998416603
15,0.06217549997381866
16,0.06290210003498942
17,0.05904219998046756
18,0.05917959997896105
19,0.0578289000550285
20,0.057652999996207654
21,0.06854419992305338
22,0.06376709998585284
23,0.05815740011166781
24,0.058116399915888906
25,0.06050120003055781
26,0.06139299995265901
27,0.060475600068457425
28,0.05915909993927926
29,0.05712739995215088
30,0.0586777999997139
31,0.05996609991416335
Media,0.06625993999186904
