Run,Execution Time
1,4.188828699989244
2,0.03663079999387264
3,0.021019199979491532
4,0.018907300080172718
5,0.018249399960041046
6,0.014630099991336465
7,0.016073099919594824
8,0.016836100025102496
9,0.01686360000167042
10,0.014143100008368492
11,0.02470129996072501
12,0.01585770002566278
13,0.016988600022159517
14,0.013014699914492667
15,0.01263639994431287
16,0.011773900012485683
17,0.011102200020104647
18,0.012297799927182496
19,0.012957200058735907
20,0.011732899933122098
21,0.012263900018297136
22,0.010419800062663853
23,0.013620999990962446
24,0.01169709989335388
25,0.011421500006690621
26,0.012297699926421046
27,0.011674700072035193
28,0.011806100024841726
29,0.012752700014971197
30,0.010797499911859632
31,0.009944999939762056
Media,0.014837079988016437
