Run,Execution Time
1,2.043581699952483
2,0.005872100009582937
3,0.006238100002519786
4,0.005956899956800044
5,0.006194000015966594
6,0.0053542000241577625
7,0.006039300002157688
8,0.006262800074182451
9,0.006591600016690791
10,0.006945099914446473
11,0.006055000005289912
12,0.005837799981236458
13,0.006456999923102558
14,0.006306599942035973
15,0.006790500017814338
16,0.006806700024753809
17,0.005817999946884811
18,0.005935200024396181
19,0.007418000022880733
20,0.006850500009022653
21,0.0061385000590234995
22,0.007410199963487685
23,0.006708399974741042
24,0.006603699992410839
25,0.006405899999663234
26,0.005786400055512786
27,0.005983699928037822
28,0.0058877000119537115
29,0.006442300044000149
30,0.005956100067123771
31,0.00548179994802922
Media,0.006284469998596857
