Run,Execution Time
1,4.151434200000949
2,0.006992800044827163
3,0.007040100055746734
4,0.007216300000436604
5,0.007784600020386279
6,0.007279500016011298
7,0.006564600043930113
8,0.008891499950550497
9,0.008385700057260692
10,0.007081500021740794
11,0.006130399997346103
12,0.006913000019267201
13,0.006860399967990816
14,0.007537199999205768
15,0.007046599988825619
16,0.00686580000910908
17,0.006498900009319186
18,0.0069682999746873975
19,0.0067807999439537525
20,0.007244399981573224
21,0.006531200022436678
22,0.0075035999761894345
23,0.006602099980227649
24,0.007345200050622225
25,0.006621000007726252
26,0.006912900018505752
27,0.007200699998065829
28,0.00691599992569536
29,0.006359799997881055
30,0.006625100038945675
31,0.006999199977144599
Media,0.007056640003186961
